Price,Instance,Region
0.1574,m5ad.2xlarge,apac-sin
0.1562,m4.2xlarge,eu-ireland
0.1554,m3.2xlarge,sa-east-1
0.1554,c4.2xlarge,sa-east-1
0.1534,r5.2xlarge,eu-ireland
0.152,c5n.4xlarge,us-east-2
0.152,c5d.4xlarge,us-east-2
0.152,c5.4xlarge,us-east-2
0.151,z1d.xlarge,eu-central-1
0.1517,r3.4xlarge,us-east-2
0.1516,r5d.2xlarge,apac-syd
0.1516,r5a.2xlarge,apac-syd
0.1516,r5.2xlarge,apac-syd
0.1515,m5.2xlarge,us-east
0.1514,i3.xlarge,us-west
0.1512,r5d.2xlarge,eu-ireland
0.1512,r5a.2xlarge,eu-ireland
0.14,r4.2xlarge,us-west-2
0.1497,r5.2xlarge,ap-east-1
0.148,c3.2xlarge,sa-east-1
0.1484,m5.2xlarge,ap-east-1
0.1481,m5d.2xlarge,ap-east-1
0.1481,m5.2xlarge,eu-ireland
0.1479,m5.2xlarge,apac-syd
0.1472,r4.2xlarge,us-east
0.146,r4.2xlarge,apac-sin
0.1464,r5d.2xlarge,ap-northeast-3
0.1464,r5d.2xlarge,apac-tokyo
0.1464,r5a.2xlarge,apac-tokyo
0.1464,r5.2xlarge,ap-northeast-3
0.1464,r5.2xlarge,apac-tokyo
0.1459,t2.2xlarge,ap-northeast-3
0.1459,t2.2xlarge,apac-tokyo
0.1459,r5d.2xlarge,eu-central-1
0.1459,r5a.2xlarge,eu-central-1
0.1459,r5.2xlarge,eu-central-1
0.1456,m5d.2xlarge,eu-ireland
0.1448,c4.4xlarge,us-east-2
0.1447,m5d.2xlarge,apac-syd
0.1447,m5a.2xlarge,apac-syd
0.1444,r4.2xlarge,apac-syd
0.1443,m5a.2xlarge,eu-ireland
0.1442,r5d.2xlarge,us-east
0.1441,m3.2xlarge,us-east
0.143,c5.2xlarge,eu-ireland
0.1425,r5ad.2xlarge,us-east
0.1425,r5a.2xlarge,us-east
0.1424,r3.2xlarge,us-west-2
0.1424,a1.4xlarge,eu-ireland
0.1417,r5d.2xlarge,us-west-2
0.1417,r5ad.2xlarge,us-west-2
0.1417,r5a.2xlarge,us-west-2
0.1417,r5.2xlarge,us-west-2
0.1415,r4.2xlarge,ap-northeast-3
0.1413,m5d.2xlarge,apac-tokyo
0.1411,m4.2xlarge,apac-syd
0.1403,m5.2xlarge,eu-central-1
0.1402,t3.2xlarge,ap-east-1
0.1402,t2.2xlarge,apac-syd
0.1402,t2.2xlarge,apac-sin
0.1399,r4.2xlarge,eu-central-1
0.1397,m5d.2xlarge,ap-northeast-3
0.1397,m5a.2xlarge,apac-tokyo
0.1397,m5.2xlarge,ap-northeast-3
0.1397,m5.2xlarge,apac-tokyo
0.1397,c4.2xlarge,eu-ireland
0.1395,c5.2xlarge,apac-syd
0.1394,r4.2xlarge,apac-tokyo
0.1394,r3.2xlarge,ap-south-1
0.1392,m5d.2xlarge,eu-central-1
0.1392,m5a.2xlarge,eu-central-1
0.1385,m5.2xlarge,us-west-2
0.1383,r5d.2xlarge,ap-east-1
0.1382,t2.2xlarge,ap-south-1
0.1382,t2.2xlarge,ap-northeast-2
0.1382,r5d.2xlarge,eu-west-2
0.1382,r5.2xlarge,eu-west-2
0.1381,m5d.2xlarge,us-east
0.137,r5d.2xlarge,apac-sin
0.137,r5a.2xlarge,apac-sin
0.137,r5.2xlarge,apac-sin
0.1378,c5d.2xlarge,apac-syd
0.1375,r3.2xlarge,apac-syd
0.1374,c5n.2xlarge,eu-ireland
0.1374,c5d.2xlarge,eu-ireland
0.136,m5ad.2xlarge,us-east
0.136,m5a.2xlarge,us-east
0.136,c5d.2xlarge,apac-tokyo
0.1362,z1d.xlarge,apac-tokyo
0.1356,z1d.xlarge,apac-syd
0.1356,z1d.xlarge,apac-sin
0.1356,i3en.xlarge,us-west-2
0.1356,i3en.xlarge,us-east-2
0.1356,i3en.xlarge,us-east
0.1354,r5d.2xlarge,us-west
0.1354,r5.2xlarge,us-west
0.1352,m5d.2xlarge,us-west-2
0.1352,m5ad.2xlarge,us-west-2
0.1352,m5a.2xlarge,us-west-2
0.1343,a1.4xlarge,us-east
0.1337,c5.2xlarge,eu-central-1
0.1335,a1.4xlarge,us-west-2
0.1334,c4.2xlarge,apac-syd
0.1333,r5d.2xlarge,eu-west-3
0.1333,r5.2xlarge,eu-west-3
0.1331,m4.2xlarge,ap-northeast-3
0.1331,m4.2xlarge,apac-tokyo
0.1331,c5n.2xlarge,apac-tokyo
0.1331,c5d.2xlarge,ap-northeast-3
0.1331,c5.2xlarge,ap-northeast-3
0.1331,c5.2xlarge,apac-tokyo
0.132,m5d.2xlarge,eu-west-2
0.132,m5.2xlarge,eu-west-2
0.132,m4.2xlarge,us-east
0.1328,r3.2xlarge,apac-tokyo
0.1326,m4.2xlarge,eu-central-1
0.1326,c5n.2xlarge,eu-central-1
0.1326,c5d.2xlarge,eu-central-1
0.1325,t2.2xlarge,us-west
0.131,r5ad.large,us-west-2
0.131,r5ad.large,us-east-2
0.1319,r5d.2xlarge,ap-northeast-2
0.1319,r5.2xlarge,ap-northeast-2
0.1317,z1d.xlarge,eu-west-2
0.1317,r4.2xlarge,eu-west-2
0.1317,r3.2xlarge,us-east
0.1317,c5d.2xlarge,us-west
0.1313,t3.2xlarge,apac-tokyo
0.1313,m3.2xlarge,apac-syd
0.1309,m3.2xlarge,eu-ireland
0.1308,m5d.2xlarge,apac-sin
0.1308,m5a.2xlarge,apac-sin
0.1308,m5.2xlarge,apac-sin
0.1308,c5.2xlarge,ap-south-1
0.1306,t3.2xlarge,ap-northeast-3
0.1303,m5d.2xlarge,us-west
0.129,r4.2xlarge,us-west
0.129,m5ad.large,apac-sin
0.1298,r5.2xlarge,ap-south-1
0.1297,m4.2xlarge,us-west-2
0.1297,c5d.2xlarge,us-east
0.1296,c5.2xlarge,ap-east-1
0.1295,c5n.2xlarge,us-east
0.1295,c5.2xlarge,us-east
0.1292,m5.2xlarge,us-west
0.1292,c5d.2xlarge,ap-east-1
0.1291,m2.4xlarge,sa-east-1
0.1288,c5n.2xlarge,us-west-2
0.1288,c5d.2xlarge,us-west-2
0.1288,c5.2xlarge,us-west-2
0.1286,t2.2xlarge,eu-central-1
0.127,r4.2xlarge,eu-west-3
0.1275,r5d.2xlarge,ap-south-1
0.1274,r3.2xlarge,us-west
0.1274,m5.2xlarge,ap-south-1
0.1273,m5d.2xlarge,eu-west-3
0.1273,m5.2xlarge,eu-west-3
0.1272,r5d.2xlarge,ca-central-1
0.1272,r5.2xlarge,ca-central-1
0.1271,c4.2xlarge,eu-central-1
0.1267,t2.2xlarge,eu-west-3
0.1267,t2.2xlarge,eu-west-2
0.1267,m3.2xlarge,ap-northeast-3
0.1267,m3.2xlarge,apac-tokyo
0.1267,c4.2xlarge,ap-northeast-3
0.1267,c4.2xlarge,apac-tokyo
0.1264,c3.2xlarge,eu-ireland
0.1263,m3.2xlarge,eu-central-1
0.1261,t3.2xlarge,apac-syd
0.1261,t3.2xlarge,apac-sin
0.125,c3.2xlarge,apac-syd
0.1259,m5d.2xlarge,ap-northeast-2
0.1259,m5.2xlarge,ap-northeast-2
0.1257,m4.2xlarge,eu-west-2
0.1257,c5d.2xlarge,eu-west-2
0.1257,c5.2xlarge,eu-west-2
0.1256,r4.2xlarge,ap-northeast-2
0.1253,m4.2xlarge,apac-sin
0.1248,z1d.xlarge,eu-ireland
0.1247,r3.2xlarge,apac-sin
0.1246,c5d.2xlarge,apac-sin
0.1246,c5.2xlarge,apac-sin
0.1243,c5.2xlarge,us-west
0.1239,c5.2xlarge,eu-west-3
0.1236,i3.xlarge,ap-east-1
0.1234,c4.2xlarge,us-east
0.1231,m4.2xlarge,us-west
0.1229,t2.2xlarge,ca-central-1
0.1226,m3.2xlarge,us-west-2
0.121,t2.2xlarge,eu-ireland
0.1217,m5d.2xlarge,ap-south-1
0.1214,r4.2xlarge,ap-south-1
0.1214,m5d.2xlarge,ca-central-1
0.1214,m5.2xlarge,ca-central-1
0.1214,m4.2xlarge,ap-south-1
0.1212,c5d.2xlarge,eu-west-3
0.1211,r4.2xlarge,ca-central-1
0.1207,c3.2xlarge,ap-northeast-3
0.1207,c3.2xlarge,apac-tokyo
0.1203,c3.2xlarge,eu-central-1
0.1201,r5d.2xlarge,eu-north-1
0.1201,r5.2xlarge,eu-north-1
0.11,m2.4xlarge,us-west
0.11,m2.4xlarge,eu-ireland
0.1199,m4.2xlarge,ap-northeast-2
0.1199,c5d.2xlarge,ap-northeast-2
0.1199,c5.2xlarge,ap-northeast-2
0.1197,c4.2xlarge,eu-west-2
0.1196,r3.2xlarge,ap-northeast-2
0.1193,t3.2xlarge,us-west
0.1186,m3.2xlarge,apac-sin
0.1186,c4.2xlarge,apac-sin
0.1183,m2.4xlarge,apac-syd
0.1183,m2.4xlarge,apac-sin
0.1175,c3.2xlarge,us-east
0.1172,m3.2xlarge,us-west
0.1172,c4.2xlarge,us-west
0.1168,c3.2xlarge,us-west-2
0.1167,i3.xlarge,eu-central-1
0.115,m2.4xlarge,apac-tokyo
0.1159,c5d.2xlarge,ap-south-1
0.1158,t3.2xlarge,eu-central-1
0.1156,m4.2xlarge,ca-central-1
0.1156,c5d.2xlarge,ca-central-1
0.1156,c5.2xlarge,ca-central-1
0.114,t3.2xlarge,eu-west-2
0.1147,m5d.2xlarge,eu-north-1
0.1147,m5.2xlarge,eu-north-1
0.1142,c4.2xlarge,ap-northeast-2
0.113,c3.2xlarge,apac-sin
0.1133,t3a.2xlarge,apac-sin
0.1122,i3.xlarge,apac-syd
0.1122,i3.xlarge,apac-sin
0.1116,z1d.xlarge,us-west-2
0.1116,z1d.xlarge,us-east
0.1116,c3.2xlarge,us-west
0.1114,t2.2xlarge,us-west-2
0.1114,t2.2xlarge,us-east-2
0.1114,t2.2xlarge,us-east
0.1106,t3.2xlarge,ca-central-1
0.1104,c4.2xlarge,ap-south-1
0.1101,c4.2xlarge,ca-central-1
0.1098,i3.xlarge,ap-northeast-3
0.1098,i3.xlarge,ap-northeast-2
0.1098,i3.xlarge,apac-tokyo
0.1092,c5d.2xlarge,eu-north-1
0.1092,c5.2xlarge,eu-north-1
0.1088,t3.2xlarge,eu-ireland
0.1086,i3.xlarge,eu-west-3
0.1086,i3.xlarge,eu-west-2
0.1075,t3.2xlarge,ap-south-1
0.1062,i3.xlarge,ap-south-1
0.104,t3.large,ap-northeast-2
0.1046,i3.xlarge,us-east
0.1037,t3.2xlarge,eu-north-1
0.1032,i3.xlarge,eu-ireland
0.1032,i3.xlarge,ca-central-1
0.1002,t3.2xlarge,us-west-2
0.1002,t3.2xlarge,us-east-2
0.1002,t3.2xlarge,us-east
0.098,m2.4xlarge,us-west-2
0.098,m2.4xlarge,us-east
0.0979,t3a.2xlarge,eu-ireland
0.0978,i3.xlarge,eu-north-1
0.094,i3.xlarge,us-west-2
0.0944,t3.large,eu-west-3
0.0936,i3.xlarge,us-east-2
0.0902,t3a.2xlarge,us-west-2
0.0902,t3a.2xlarge,us-east-2
0.0902,t3a.2xlarge,us-east
0.0893,t2.xlarge,sa-east-1
0.0865,c5.xlarge,sa-east-1
0.085,m5.2xlarge,us-east-2
0.0858,i3.large,sa-east-1
0.0857,m5.xlarge,sa-east-1
0.0855,r4.xlarge,sa-east-1
0.0838,m5d.xlarge,eu-ireland
0.0836,r5d.2xlarge,us-east-2
0.0836,r5a.2xlarge,us-east-2
0.0836,r5.2xlarge,us-east-2
0.0833,m4.2xlarge,us-east-2
0.0822,r5d.xlarge,eu-ireland
0.081,r4.2xlarge,us-east-2
0.081,i3en.large,eu-central-1
0.0816,m5.xlarge,us-east
0.0816,m4.xlarge,sa-east-1
0.0814,r3.xlarge,sa-east-1
0.0811,r3.2xlarge,us-east-2
0.0803,t3.xlarge,sa-east-1
0.0801,c5d.xlarge,eu-ireland
0.07,r3.xlarge,eu-ireland
0.07,m5d.xlarge,apac-tokyo
0.079,c1.xlarge,eu-ireland
0.0798,m5d.2xlarge,us-east-2
0.0798,m5ad.2xlarge,us-east-2
0.0798,m5a.2xlarge,us-east-2
0.0798,i3en.large,apac-tokyo
0.0793,r5ad.xlarge,us-east
0.0788,a1.4xlarge,us-east-2
0.077,c5d.xlarge,us-west-2
0.0777,m3.xlarge,sa-east-1
0.0777,c4.xlarge,sa-east-1
0.076,c5n.2xlarge,us-east-2
0.076,c5d.2xlarge,us-east-2
0.076,c5.2xlarge,us-east-2
0.0762,r5.xlarge,eu-ireland
0.075,i3en.large,eu-ireland
0.0759,c1.xlarge,us-east
0.0758,r5.xlarge,apac-syd
0.0758,r5d.xlarge,apac-syd
0.0758,r5a.xlarge,apac-syd
0.0756,r5a.xlarge,eu-ireland
0.074,c3.xlarge,sa-east-1
0.0749,r5.xlarge,ap-east-1
0.0746,m5a.xlarge,eu-central-1
0.0746,c4.2xlarge,us-east-2
0.0742,m5.xlarge,ap-east-1
0.0741,m5.xlarge,eu-ireland
0.0741,m5d.xlarge,ap-east-1
0.073,t2.xlarge,ap-northeast-3
0.073,t2.xlarge,apac-tokyo
0.0732,r5.xlarge,ap-northeast-3
0.0732,r5.xlarge,apac-tokyo
0.0732,r5d.xlarge,ap-northeast-3
0.0732,r5d.xlarge,apac-tokyo
0.0732,r5a.xlarge,apac-tokyo
0.0732,m5d.xlarge,us-east
0.072,r4.xlarge,eu-ireland
0.0729,r5.xlarge,eu-central-1
0.0729,r5d.xlarge,eu-central-1
0.0729,r5a.xlarge,eu-central-1
0.0727,c5.xlarge,ap-south-1
0.0725,r5.xlarge,us-east
0.0724,m5.xlarge,apac-syd
0.0724,m5d.xlarge,apac-syd
0.0724,m5a.xlarge,apac-syd
0.0722,r4.xlarge,apac-syd
0.0721,m5a.xlarge,eu-ireland
0.0718,c1.xlarge,sa-east-1
0.0714,m5.xlarge,eu-central-1
0.0713,r5d.xlarge,us-east
0.0713,r5a.xlarge,us-east
0.0712,a1.2xlarge,eu-ireland
0.0711,r5.xlarge,us-west-2
0.0711,r3.xlarge,apac-sin
0.0709,m5.xlarge,us-west
0.0708,r5d.xlarge,us-west-2
0.0708,r5a.xlarge,us-west-2
0.0702,c5.xlarge,eu-ireland
0.0701,t2.xlarge,apac-syd
0.0701,t2.xlarge,apac-sin
0.0699,m5.xlarge,ap-northeast-3
0.0699,m5.xlarge,apac-tokyo
0.0699,m5d.xlarge,ap-northeast-3
0.0699,m5a.xlarge,apac-tokyo
0.0697,r4.xlarge,ap-northeast-3
0.0697,r4.xlarge,apac-tokyo
0.0696,m5d.xlarge,eu-central-1
0.0696,m4.xlarge,eu-ireland
0.0695,r4.xlarge,eu-central-1
0.0691,t2.xlarge,ap-south-1
0.0691,t2.xlarge,ap-northeast-2
0.0691,r5.xlarge,eu-west-2
0.0691,r5d.xlarge,eu-west-2
0.0691,r5d.xlarge,ap-east-1
0.0691,m4.xlarge,apac-syd
0.068,m5a.xlarge,us-east
0.068,m5ad.xlarge,us-east
0.0689,c5.xlarge,apac-syd
0.0689,c5d.xlarge,apac-syd
0.0688,r3.xlarge,apac-syd
0.0687,c5n.xlarge,eu-ireland
0.0686,r4.xlarge,us-east
0.0685,r5.xlarge,apac-sin
0.0685,r5d.xlarge,apac-sin
0.0685,r5a.xlarge,apac-sin
0.0681,z1d.large,apac-tokyo
0.067,c5.xlarge,eu-central-1
0.0679,c5.xlarge,apac-tokyo
0.0678,z1d.large,apac-syd
0.0678,z1d.large,apac-sin
0.0678,i3en.large,us-west-2
0.0678,i3en.large,us-east-2
0.0678,i3en.large,us-east
0.0677,r5.xlarge,us-west
0.0677,r5d.xlarge,us-west
0.0677,m5a.xlarge,us-west-2
0.0676,m5.xlarge,us-west-2
0.0676,m5d.xlarge,us-west-2
0.0675,z1d.large,eu-central-1
0.0675,r4.xlarge,us-west-2
0.0671,a1.2xlarge,us-east
0.066,z1d.large,eu-west-2
0.066,m5.xlarge,eu-west-2
0.066,m5d.xlarge,eu-west-2
0.0668,r3.xlarge,eu-central-1
0.0667,r5.xlarge,eu-west-3
0.0667,r5d.xlarge,eu-west-3
0.0667,c5d.xlarge,apac-tokyo
0.0667,a1.2xlarge,us-west-2
0.0665,m4.xlarge,ap-northeast-3
0.0665,m4.xlarge,apac-tokyo
0.0665,c5.xlarge,ap-northeast-3
0.0665,c5n.xlarge,apac-tokyo
0.0665,c5d.xlarge,ap-northeast-3
0.0664,r3.xlarge,apac-tokyo
0.0663,m4.xlarge,us-west-2
0.0663,m4.xlarge,eu-central-1
0.0663,c5n.xlarge,eu-central-1
0.0663,c5d.xlarge,eu-central-1
0.0662,t2.xlarge,us-west
0.0659,r5.xlarge,ap-northeast-2
0.0659,r5d.xlarge,ap-northeast-2
0.0658,r4.xlarge,eu-west-2
0.0658,r4.xlarge,apac-sin
0.0658,m5.xlarge,ap-south-1
0.0658,c4.xlarge,eu-ireland
0.0656,t3.xlarge,apac-tokyo
0.0656,m3.xlarge,apac-syd
0.0656,c4.xlarge,apac-syd
0.0655,c1.xlarge,apac-syd
0.0655,c1.xlarge,apac-sin
0.0654,m5.xlarge,apac-sin
0.0654,m5d.xlarge,apac-sin
0.0654,m5a.xlarge,apac-sin
0.0654,m5ad.xlarge,apac-sin
0.0654,m3.xlarge,eu-ireland
0.0653,t3.xlarge,ap-northeast-3
0.064,m3.xlarge,apac-tokyo
0.0649,c5.xlarge,us-east
0.0648,m4.xlarge,us-east
0.0648,c5.xlarge,ap-east-1
0.0648,c5n.xlarge,us-east
0.0648,c5d.xlarge,us-east
0.0646,r3.xlarge,us-west-2
0.0646,r3.xlarge,us-east
0.0646,m5d.xlarge,us-west
0.0646,c5d.xlarge,ap-east-1
0.0645,r4.xlarge,us-west
0.0645,m2.2xlarge,sa-east-1
0.0644,c5.xlarge,us-west-2
0.0644,c5n.xlarge,us-west-2
0.0643,t2.xlarge,eu-central-1
0.0639,m4.xlarge,apac-sin
0.0637,r5.xlarge,ap-south-1
0.0637,r5d.xlarge,ap-south-1
0.0636,r5.xlarge,ca-central-1
0.0636,r5d.xlarge,ca-central-1
0.0636,m5.xlarge,eu-west-3
0.0636,m5d.xlarge,eu-west-3
0.0635,r4.xlarge,eu-west-3
0.0634,t2.xlarge,eu-west-3
0.0634,t2.xlarge,eu-west-2
0.0634,m3.xlarge,ap-northeast-3
0.0634,c4.xlarge,ap-northeast-3
0.0634,c4.xlarge,apac-tokyo
0.0632,m3.xlarge,eu-central-1
0.0632,c4.xlarge,eu-central-1
0.0632,c1.xlarge,apac-tokyo
0.0631,t3.xlarge,apac-syd
0.0631,t3.xlarge,apac-sin
0.0629,m5.xlarge,ap-northeast-2
0.0629,m5d.xlarge,ap-northeast-2
0.0628,r4.xlarge,ap-northeast-2
0.0628,m4.xlarge,eu-west-2
0.0628,c5.xlarge,eu-west-2
0.0628,c5d.xlarge,eu-west-2
0.0627,r3.xlarge,us-west
0.0625,c3.xlarge,apac-syd
0.0624,z1d.large,eu-ireland
0.0623,m3.xlarge,us-east
0.0623,c5.xlarge,apac-sin
0.0623,c5d.xlarge,apac-sin
0.0623,c3.xlarge,eu-ireland
0.0618,i3.large,ap-east-1
0.0617,c5.xlarge,us-west
0.0617,c4.xlarge,us-west-2
0.0617,c4.xlarge,us-east
0.0616,m3.xlarge,us-west-2
0.0615,m4.xlarge,us-west
0.0615,c5d.xlarge,us-west
0.0614,t2.xlarge,ca-central-1
0.0609,m5d.xlarge,ap-south-1
0.0607,r4.xlarge,ap-south-1
0.0607,m5.xlarge,ca-central-1
0.0607,m5d.xlarge,ca-central-1
0.0606,r4.xlarge,ca-central-1
0.0606,c5.xlarge,eu-west-3
0.0606,c5d.xlarge,eu-west-3
0.0605,t2.xlarge,eu-ireland
0.0603,c3.xlarge,apac-tokyo
0.0601,r5.xlarge,eu-north-1
0.0601,r5d.xlarge,eu-north-1
0.0601,c3.xlarge,eu-central-1
0.0599,m4.xlarge,ap-northeast-2
0.0599,c5.xlarge,ap-northeast-2
0.0599,c5d.xlarge,ap-northeast-2
0.0598,r3.xlarge,ap-northeast-2
0.0598,c4.xlarge,eu-west-2
0.0596,t3.xlarge,us-west
0.0593,m3.xlarge,apac-sin
0.0593,c4.xlarge,apac-sin
0.0592,m2.2xlarge,apac-syd
0.0592,m2.2xlarge,apac-sin
0.0592,c1.xlarge,us-west
0.058,m4.xlarge,ap-south-1
0.058,c5d.xlarge,ap-south-1
0.0588,c3.xlarge,us-east
0.0586,m3.xlarge,us-west
0.0586,c4.xlarge,us-west
0.0584,c3.xlarge,us-west-2
0.057,t3.xlarge,eu-west-2
0.0579,t3.xlarge,eu-central-1
0.0578,r3.xlarge,ap-south-1
0.0578,m4.xlarge,ca-central-1
0.0578,c5.xlarge,ca-central-1
0.0578,c5d.xlarge,ca-central-1
0.0575,m2.2xlarge,apac-tokyo
0.0573,m5.xlarge,eu-north-1
0.0573,m5d.xlarge,eu-north-1
0.0571,c4.xlarge,ap-northeast-2
0.0566,t3a.xlarge,apac-sin
0.0565,c3.xlarge,apac-sin
0.0561,i3.large,apac-syd
0.0561,i3.large,apac-sin
0.055,m2.2xlarge,us-west
0.055,m2.2xlarge,eu-ireland
0.0558,z1d.large,us-west-2
0.0558,z1d.large,us-east
0.0558,i3.large,eu-central-1
0.0558,c3.xlarge,us-west
0.0557,t2.xlarge,us-west-2
0.0557,t2.xlarge,us-east-2
0.0557,t2.xlarge,us-east
0.0553,t3.xlarge,ca-central-1
0.0552,c4.xlarge,ap-south-1
0.0551,c4.xlarge,ca-central-1
0.0549,i3.large,ap-northeast-3
0.0549,i3.large,ap-northeast-2
0.0549,i3.large,apac-tokyo
0.0547,t3.xlarge,eu-north-1
0.0546,c5.xlarge,eu-north-1
0.0546,c5d.xlarge,eu-north-1
0.0544,t3.xlarge,eu-ireland
0.0543,i3.large,eu-west-3
0.0543,i3.large,eu-west-2
0.0538,t3.xlarge,ap-south-1
0.0531,i3.large,ap-south-1
0.052,t3.medium,ap-northeast-2
0.052,c1.xlarge,us-west-2
0.0516,i3.large,us-west
0.0516,i3.large,eu-ireland
0.0516,i3.large,ca-central-1
0.0501,t3.xlarge,us-west-2
0.0501,t3.xlarge,us-east-2
0.0501,t3.xlarge,us-east
0.049,t3a.xlarge,eu-ireland
0.049,m2.2xlarge,us-west-2
0.049,m2.2xlarge,us-east
0.0489,i3.large,eu-north-1
0.0486,m1.xlarge,apac-tokyo
0.0472,t3.medium,eu-west-3
0.0468,i3.large,us-west-2
0.0468,i3.large,us-east-2
0.0468,i3.large,us-east
0.0467,m1.xlarge,sa-east-1
0.0467,m1.xlarge,apac-syd
0.0467,m1.xlarge,apac-sin
0.0451,t3a.xlarge,us-west-2
0.0451,t3a.xlarge,us-east-2
0.0451,t3a.xlarge,us-east
0.0446,t2.large,sa-east-1
0.0428,m5.large,sa-east-1
0.0427,r4.large,sa-east-1
0.0418,r5.xlarge,us-east-2
0.0418,r5d.xlarge,us-east-2
0.0418,r5a.xlarge,us-east-2
0.0408,m4.large,sa-east-1
0.0408,c5.large,sa-east-1
0.0407,r3.large,sa-east-1
0.0402,t3.large,sa-east-1
0.0402,r4.xlarge,us-east-2
0.0402,m5.xlarge,us-east-2
0.03,r5.large,eu-north-1
0.03,r5d.large,eu-north-1
0.03,m4.large,ap-northeast-2
0.03,c5.large,ap-northeast-2
0.03,c5d.large,ap-northeast-2
0.0399,m5d.xlarge,us-east-2
0.0399,m5a.xlarge,us-east-2
0.0399,m5ad.xlarge,us-east-2
0.0394,a1.2xlarge,us-east-2
0.038,m4.xlarge,us-east-2
0.038,c5n.xlarge,us-east-2
0.0388,m3.large,sa-east-1
0.0388,c4.large,sa-east-1
0.0383,c5d.xlarge,us-east-2
0.0382,c5.xlarge,us-east-2
0.037,m5d.large,ap-east-1
0.037,c3.large,sa-east-1
0.0379,r5.large,apac-syd
0.0379,r5d.large,apac-syd
0.0379,r5a.large,apac-syd
0.0379,r3.xlarge,us-east-2
0.0379,m1.xlarge,us-west
0.0379,m1.xlarge,eu-ireland
0.0378,r5.large,eu-ireland
0.0378,r5d.large,eu-ireland
0.0378,r5a.large,eu-ireland
0.0374,r5.large,ap-east-1
0.0371,m5.large,ap-east-1
0.036,r4.large,eu-ireland
0.036,m3.large,apac-syd
0.0368,c5.large,us-east
0.0366,r5.large,ap-northeast-3
0.0366,r5.large,apac-tokyo
0.0366,r5d.large,ap-northeast-3
0.0366,r5d.large,apac-tokyo
0.0366,r5a.large,apac-tokyo
0.0366,m5a.large,eu-ireland
0.0365,t2.large,ap-northeast-3
0.0365,t2.large,apac-tokyo
0.0365,r5.large,eu-central-1
0.0365,r5d.large,eu-central-1
0.0365,r5a.large,eu-central-1
0.0364,m5.large,us-east
0.0363,m5.large,eu-ireland
0.0362,m5.large,apac-syd
0.0362,m5d.large,apac-syd
0.0362,m5a.large,apac-syd
0.0362,c4.xlarge,us-east-2
0.0361,r4.large,apac-syd
0.0361,m5d.large,eu-ireland
0.035,t3.large,ap-east-1
0.035,t2.large,apac-syd
0.035,t2.large,apac-sin
0.035,m5d.large,apac-tokyo
0.035,m1.xlarge,us-west-2
0.035,m1.xlarge,us-east
0.0356,r5.large,us-east
0.0356,r5d.large,us-east
0.0356,r5a.large,us-east
0.0356,r5ad.large,us-east
0.0356,m5.large,eu-central-1
0.0356,a1.xlarge,eu-ireland
0.0354,r5.large,us-west-2
0.0354,r5d.large,us-west-2
0.0354,r5a.large,us-west-2
0.0353,c5.large,eu-ireland
0.034,m5d.large,us-east
0.034,m5a.large,us-east
0.034,m5ad.large,us-east
0.0349,r4.large,ap-northeast-3
0.0349,r4.large,apac-tokyo
0.0349,m5.large,ap-northeast-3
0.0349,m5.large,apac-tokyo
0.0349,m5d.large,ap-northeast-3
0.0349,m5a.large,apac-tokyo
0.0348,m5d.large,eu-central-1
0.0348,m5a.large,eu-central-1
0.0347,r4.large,eu-central-1
0.0346,t2.large,ap-south-1
0.0346,t2.large,ap-northeast-2
0.0346,r5.large,eu-west-2
0.0346,r5d.large,eu-west-2
0.0346,r5d.large,ap-east-1
0.0345,m4.large,apac-syd
0.0345,c5.large,apac-syd
0.0345,c5d.large,apac-syd
0.0344,r3.large,apac-syd
0.0344,m4.large,eu-ireland
0.0344,c5n.large,eu-ireland
0.0344,c5d.large,eu-ireland
0.0343,r5.large,apac-sin
0.0343,r5d.large,apac-sin
0.0343,r5a.large,apac-sin
0.0343,r5ad.large,apac-sin
0.0343,r3.large,eu-ireland
0.033,r5.large,ap-northeast-2
0.033,r5d.large,ap-northeast-2
0.033,m5.large,eu-west-2
0.033,m5d.large,eu-west-2
0.0339,r4.large,us-east
0.0338,r5.large,us-west
0.0338,r5d.large,us-west
0.0338,m5.large,us-west-2
0.0338,m5d.large,us-west-2
0.0338,m5a.large,us-west-2
0.0338,m5ad.large,us-west-2
0.0338,c5.large,eu-central-1
0.0338,a1.xlarge,us-east
0.0337,r4.large,us-west-2
0.0335,m5.large,apac-sin
0.0334,a1.xlarge,us-west-2
0.0333,r5.large,eu-west-3
0.0333,r5d.large,eu-west-3
0.0333,m4.large,ap-northeast-3
0.0333,m4.large,apac-tokyo
0.0333,c5n.large,apac-tokyo
0.0333,c5.large,ap-northeast-3
0.0333,c5.large,apac-tokyo
0.0333,c5d.large,ap-northeast-3
0.0333,c5d.large,apac-tokyo
0.0332,r3.large,apac-tokyo
0.0332,m4.large,eu-central-1
0.0332,c5n.large,eu-central-1
0.0332,c5d.large,eu-central-1
0.0331,t2.large,us-west
0.0331,r3.large,eu-central-1
0.0329,r4.large,eu-west-2
0.0329,c5n.large,us-east
0.0328,t3.large,apac-tokyo
0.0328,c4.large,apac-syd
0.0327,m5d.large,apac-sin
0.0327,m5a.large,apac-sin
0.0327,m3.large,eu-ireland
0.0327,c4.large,eu-ireland
